date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2015-02-18,Quarter3,finishing,Wednesday,9,0.8,3.94,,960,0,0,0,0,8,0
2015-02-18,Quarter3,sewing,Wednesday,2,0.6,30.33,868,6840,0,0,0,1,57,0
2015-02-18,Quarter3,sewing,Wednesday,10,0.7,19.68,1119,5640,0,8,35,1,47,0
2015-02-18,Quarter3,finishing,Wednesday,3,0.5,5.13,,960,0,0,0,0,8,0
2015-02-18,Quarter3,sewing,Wednesday,8,0.65,29.4,962,4560,0,4.5,30,2,57,0
2015-02-19,Quarter3,finishing,Thursday,3,0.5,5.13,,2880,0,0,0,0,12,1
2015-02-19,Quarter3,sewing,Thursday,12,0.8,15.26,1126,1080,38,0,0,0,34,1
2015-02-19,Quarter3,sewing,Thursday,1,0.8,22.52,265,3840,63,0,0,0,57,1
2015-02-19,Quarter3,sewing,Thursday,4,0.8,30.1,859,7020,63,0,0,1,58.5,1
2015-02-19,Quarter3,sewing,Thursday,5,0.8,30.1,276,600,63,3.5,15,0,59.5,1
2015-02-19,Quarter3,finishing,Thursday,6,0.8,2.9,,4320,0,0,0,0,18,1
2015-02-19,Quarter3,sewing,Thursday,6,0.75,18.79,899,3960,56,0,0,0,33,1
2015-02-19,Quarter3,finishing,Thursday,10,0.8,3.94,,2400,0,0,0,0,10,0
2015-02-19,Quarter3,finishing,Thursday,2,0.8,5.13,,3600,0,0,0,0,15,0
2015-02-19,Quarter3,sewing,Thursday,3,0.7,30.1,247,6960,50,0,0,1,58,0
2015-02-19,Quarter3,sewing,Thursday,11,0.7,11.41,653,3480,30,0,0,2,58,0
2015-02-19,Quarter3,sewing,Thursday,8,0.7,29.4,1116,6240,0,0,0,2,57,0
2015-02-19,Quarter3,finishing,Thursday,4,0.75,5.13,,1920,0,0,0,0,8,0
2015-02-19,Quarter3,finishing,Thursday,8,0.7,5.13,,1920,0,0,0,0,8,0
2015-02-19,Quarter3,sewing,Thursday,9,0.7,18.79,1603,6120,30,0,0,1,51,0
2015-02-19,Quarter3,finishing,Thursday,5,0.75,5.13,,1920,0,0,0,0,8,0
2015-02-19,Quarter3,sewing,Thursday,7,0.75,30.1,444,0,0,5,20,1,59,0
2015-02-19,Quarter3,finishing,Thursday,12,0.8,5.13,,2160,0,0,0,0,9,0
2015-02-19,Quarter3,sewing,Thursday,2,0.65,30.33,841,6840,0,0,0,1,57,0
2015-02-19,Quarter3,sewing,Thursday,10,0.7,19.68,1410,5760,0,0,0,1,48,0
2015-02-22,Quarter4,finishing,Sunday,3,0.5,5.13,,1800,0,0,0,0,15,1
2015-02-22,Quarter4,finishing,Sunday,6,0.8,2.9,,960,0,0,0,0,8,1
2015-02-22,Quarter4,finishing,Sunday,2,0.8,5.13,,4800,0,0,0,0,20,1
2015-02-22,Quarter4,finishing,Sunday,11,0.6,2.9,,2880,0,0,0,0,12,1
2015-02-22,Quarter4,sewing,Sunday,12,0.8,15.26,1103,4080,63,0,0,0,34,1
2015-02-22,Quarter4,sewing,Sunday,4,0.8,30.1,922,5820,63,0,0,1,59,1
2015-02-22,Quarter4,finishing,Sunday,12,0.8,5.13,,2400,0,0,0,0,10,1
2015-02-22,Quarter4,finishing,Sunday,9,0.8,3.94,,2400,0,0,0,0,10,1
2015-02-22,Quarter4,sewing,Sunday,6,0.75,18.79,1055,3960,45,0,0,0,33,1
2015-02-22,Quarter4,finishing,Sunday,1,0.8,3.94,,2880,0,0,0,0,12,0
2015-02-22,Quarter4,sewing,Sunday,8,0.7,29.4,1146,6840,40,0,0,2,57,0
2015-02-22,Quarter4,sewing,Sunday,2,0.7,30.33,746,6840,0,0,0,1,57,0
2015-02-22,Quarter4,sewing,Sunday,11,0.75,11.41,834,3480,0,0,0,2,58,0
2015-02-22,Quarter4,sewing,Sunday,9,0.7,18.79,1717,3240,30,0,0,1,57,0
2015-02-22,Quarter4,sewing,Sunday,3,0.7,30.1,1041,8160,33,0,0,2,58,0
2015-02-22,Quarter4,sewing,Sunday,10,0.7,21.25,1531,6000,0,0,0,1,50,0
2015-02-22,Quarter4,sewing,Sunday,7,0.75,30.1,627,6960,0,3.5,20,1,58,0
2015-02-22,Quarter4,finishing,Sunday,10,0.8,3.94,,960,0,0,0,0,8,0
2015-02-22,Quarter4,sewing,Sunday,5,0.8,30.1,450,5700,0,4.5,25,0,60,0
2015-02-22,Quarter4,finishing,Sunday,7,0.7,5.13,,960,0,0,0,0,8,0
2015-02-23,Quarter4,finishing,Monday,10,0.8,3.94,,2400,0,0,0,0,20,1
2015-02-23,Quarter4,finishing,Monday,8,0.7,5.13,,960,0,0,0,0,8,1
2015-02-23,Quarter4,finishing,Monday,12,0.8,5.13,,1080,0,0,0,0,9,1
2015-02-23,Quarter4,finishing,Monday,3,0.8,5.13,,2160,0,0,0,0,18,1
2015-02-23,Quarter4,sewing,Monday,12,0.8,15.26,1060,4080,63,0,0,0,34,1
2015-02-23,Quarter4,sewing,Monday,4,0.8,30.1,891,7140,38,0,0,1,59,1
2015-02-23,Quarter4,sewing,Monday,5,0.8,30.1,541,7140,38,0,0,0,59,1
2015-02-23,Quarter4,sewing,Monday,7,0.75,30.1,709,6960,45,0,0,1,58,1
2015-02-23,Quarter4,sewing,Monday,6,0.75,18.79,1100,3960,45,0,0,0,33,1
2015-02-23,Quarter4,sewing,Monday,11,0.75,11.41,826,2820,0,0,0,2,58,1
2015-02-23,Quarter4,sewing,Monday,2,0.7,30.33,577,2160,30,0,0,1,58,0
2015-02-23,Quarter4,sewing,Monday,8,0.7,29.4,1094,6840,40,0,0,2,57,0
2015-02-23,Quarter4,sewing,Monday,3,0.7,29.4,1228,6960,30,0,0,2,58,0
2015-02-23,Quarter4,sewing,Monday,9,0.7,18.79,1641,6000,40,0,0,1,50,0
2015-02-23,Quarter4,sewing,Monday,10,0.7,21.25,1583,6000,0,0,0,1,50,0
2015-02-23,Quarter4,finishing,Monday,6,0.8,2.9,,960,0,0,0,0,8,0
2015-02-23,Quarter4,finishing,Monday,9,0.8,2.9,,960,0,0,0,0,8,0
2015-02-23,Quarter4,finishing,Monday,2,0.8,5.13,,960,0,0,0,0,8,0
2015-02-23,Quarter4,finishing,Monday,7,0.7,5.13,,960,0,0,0,0,8,0
2015-02-24,Quarter4,finishing,Tuesday,10,0.7,2.9,,1800,0,0,0,0,15,1
2015-02-24,Quarter4,finishing,Tuesday,3,0.8,4.6,,1440,0,0,0,0,12,1
2015-02-24,Quarter4,sewing,Tuesday,12,0.8,15.26,1062,4080,50,0,0,0,34,1
2015-02-24,Quarter4,sewing,Tuesday,5,0.8,30.1,450,7140,50,0,0,0,60,1
2015-02-24,Quarter4,sewing,Tuesday,4,0.8,30.1,901,6480,50,0,0,1,59,1
2015-02-24,Quarter4,finishing,Tuesday,8,0.7,4.6,,960,0,0,0,0,8,1
2015-02-24,Quarter4,sewing,Tuesday,7,0.75,30.1,739,5640,45,0,0,1,59,1
2015-02-24,Quarter4,sewing,Tuesday,6,0.75,18.79,913,3360,45,0,0,0,33,1
2015-02-24,Quarter4,sewing,Tuesday,11,0.75,11.61,698,3360,34,0,0,2,57,1
2015-02-24,Quarter4,sewing,Tuesday,3,0.75,29.4,1172,5340,45,0,0,2,60,1
2015-02-24,Quarter4,finishing,Tuesday,6,0.75,2.9,,1800,0,0,0,0,15,0
2015-02-24,Quarter4,finishing,Tuesday,9,0.7,2.9,,1800,0,0,0,0,15,0
2015-02-24,Quarter4,sewing,Tuesday,2,0.7,30.33,408,1680,30,0,0,1,59,0
2015-02-24,Quarter4,sewing,Tuesday,8,0.7,29.4,1079,4560,40,0,0,2,58,0
2015-02-24,Quarter4,sewing,Tuesday,9,0.7,18.79,1068,3000,30,0,0,1,52,0
2015-02-24,Quarter4,finishing,Tuesday,11,0.7,2.9,,960,0,0,0,0,8,0
2015-02-24,Quarter4,sewing,Tuesday,10,0.7,21.25,1834,6360,0,0,0,1,53,0
2015-02-24,Quarter4,finishing,Tuesday,2,0.7,3.9,,960,0,0,0,0,8,0
2015-02-24,Quarter4,sewing,Tuesday,1,0.6,22.53,708,5040,0,0,0,1,42,0
2015-02-25,Quarter4,sewing,Wednesday,9,0.75,18.79,1085,6240,56,0,0,1,52,1
2015-02-25,Quarter4,finishing,Wednesday,5,0.8,4.6,,1080,0,0,0,0,9,1
2015-02-25,Quarter4,finishing,Wednesday,3,0.8,4.6,,2400,0,0,0,0,20,1
2015-02-25,Quarter4,finishing,Wednesday,12,0.8,4.6,,1800,0,0,0,0,15,1
2015-02-25,Quarter4,finishing,Wednesday,10,0.7,2.9,,1200,0,0,0,0,10,1
2015-02-25,Quarter4,sewing,Wednesday,4,0.8,30.1,323,4080,50,0,0,1,59,1
2015-02-25,Quarter4,sewing,Wednesday,12,0.8,15.26,1053,4080,50,0,0,0,34,1
2015-02-25,Quarter4,sewing,Wednesday,7,0.8,30.1,786,7080,50,0,0,2,59,1
2015-02-25,Quarter4,sewing,Wednesday,6,0.75,18.79,1003,3960,45,0,0,1,33,1
2015-02-25,Quarter4,sewing,Wednesday,11,0.75,11.61,635,3360,45,0,0,0,57,1
2015-02-25,Quarter4,sewing,Wednesday,3,0.75,29.4,1283,6960,45,0,0,2,58,1
2015-02-25,Quarter4,sewing,Wednesday,8,0.7,29.4,847,6960,30,0,0,1,58,0
2015-02-25,Quarter4,sewing,Wednesday,2,0.7,30.33,361,3960,30,0,0,1,58,0
2015-02-25,Quarter4,sewing,Wednesday,10,0.7,21.82,1653,6240,0,0,0,2,52,0
2015-02-25,Quarter4,finishing,Wednesday,7,0.75,4.6,,960,0,0,0,0,8,0
2015-02-25,Quarter4,finishing,Wednesday,8,0.7,4.6,,960,0,0,0,0,8,0
2015-02-25,Quarter4,sewing,Wednesday,5,0.8,30.1,15,1200,49,0,0,1,59,0
2015-02-25,Quarter4,sewing,Wednesday,1,0.65,22.53,762,5040,0,0,0,1,42,0
2015-02-25,Quarter4,finishing,Wednesday,2,0.7,3.9,,960,0,0,0,0,8,0
2015-02-25,Quarter4,finishing,Wednesday,6,0.75,2.9,,960,0,0,0,0,8,0
2015-02-25,Quarter4,finishing,Wednesday,9,0.7,2.9,,960,0,0,0,0,8,0
2015-02-26,Quarter4,finishing,Thursday,3,0.8,4.6,,6300,0,0,0,0,15,1
2015-02-26,Quarter4,finishing,Thursday,5,0.8,4.6,,7560,0,0,0,0,18,1
2015-02-26,Quarter4,sewing,Thursday,7,0.8,30.1,694,4080,50,0,0,1,59,1
2015-02-26,Quarter4,sewing,Thursday,11,0.8,11.61,816,2820,50,0,0,2,57,1
2015-02-26,Quarter4,sewing,Thursday,12,0.8,15.26,1065,4080,63,0,0,0,34,1
2015-02-26,Quarter4,finishing,Thursday,1,0.5,3.94,,3360,0,0,0,0,8,1
2015-02-26,Quarter4,sewing,Thursday,6,0.75,18.79,912,3960,45,0,0,0,33,1
2015-02-26,Quarter4,sewing,Thursday,3,0.75,29.4,1244,6840,45,0,0,2,57,1
2015-02-26,Quarter4,sewing,Thursday,9,0.75,18.79,1020,5640,45,0,0,1,52,1
2015-02-26,Quarter4,sewing,Thursday,8,0.75,29.4,916,6960,56,0,0,2,58,1
2015-02-26,Quarter4,sewing,Thursday,10,0.7,21.82,1591,3240,0,0,0,1,52,0
2015-02-26,Quarter4,sewing,Thursday,2,0.7,30.33,398,6960,0,0,0,1,58,0
2015-02-26,Quarter4,finishing,Thursday,12,0.8,4.6,,3780,0,0,0,0,9,0
2015-02-26,Quarter4,finishing,Thursday,2,0.7,3.9,,960,0,0,0,0,8,0
2015-02-26,Quarter4,sewing,Thursday,4,0.8,30.1,437,7080,32,0,0,2,59,0
2015-02-26,Quarter4,sewing,Thursday,5,0.35,27.48,413,6840,38,0,0,1,57,0
2015-02-26,Quarter4,finishing,Thursday,10,0.7,2.9,,3360,0,0,0,0,8,0
2015-02-26,Quarter4,finishing,Thursday,9,0.75,2.9,,960,0,0,0,0,8,0
2015-02-26,Quarter4,sewing,Thursday,1,0.35,26.66,1164,6600,23,0,0,2,55,0
2015-02-26,Quarter4,finishing,Thursday,8,0.75,4.6,,3360,0,0,0,0,8,0
2015-02-26,Quarter4,finishing,Thursday,6,0.75,2.9,,3360,0,0,0,0,8,0
2015-02-28,Quarter4,finishing,Saturday,3,0.8,4.6,,6300,0,0,0,0,15,1
2015-02-28,Quarter4,finishing,Saturday,5,0.8,4.6,,7560,0,0,0,0,18,1
2015-02-28,Quarter4,sewing,Saturday,11,0.8,11.61,954,0,50,0,0,2,58,1
2015-02-28,Quarter4,sewing,Saturday,12,0.8,15.26,1194,1700,62,0,0,0,34,1
2015-02-28,Quarter4,sewing,Saturday,7,0.8,30.1,644,840,38,0,0,1,59,1
2015-02-28,Quarter4,finishing,Saturday,1,0.5,3.94,,3360,0,0,0,0,8,1
2015-02-28,Quarter4,sewing,Saturday,3,0.75,29.4,1144,4440,45,0,0,2,57,1
2015-02-28,Quarter4,sewing,Saturday,6,0.75,18.79,1012,3960,45,0,0,0,33,1
2015-02-28,Quarter4,sewing,Saturday,8,0.75,29.4,792,4560,56,0,0,2,58,1
2015-02-28,Quarter4,sewing,Saturday,9,0.75,18.79,841,6240,45,0,0,1,52,1
2015-02-28,Quarter4,sewing,Saturday,10,0.7,21.82,1448,6120,40,0,0,1,51,0
2015-02-28,Quarter4,sewing,Saturday,2,0.7,30.33,512,4560,0,0,0,1,58,0
2015-02-28,Quarter4,finishing,Saturday,12,0.8,4.6,,3780,0,0,0,0,9,0
2015-02-28,Quarter4,finishing,Saturday,2,0.7,3.9,,960,0,0,0,0,8,0
2015-02-28,Quarter4,sewing,Saturday,5,0.5,27.48,609,6840,30,0,0,1,57,0
2015-02-28,Quarter4,sewing,Saturday,1,0.5,26.66,1448,6840,30,0,0,2,57,0
2015-02-28,Quarter4,sewing,Saturday,4,0.5,26.66,556,6960,23,0,0,2,58,0
2015-02-28,Quarter4,finishing,Saturday,10,0.7,2.9,,3360,0,0,0,0,8,0
2015-02-28,Quarter4,finishing,Saturday,9,0.75,2.9,,960,0,0,0,0,8,0
2015-02-28,Quarter4,finishing,Saturday,8,0.75,4.6,,3360,0,0,0,0,8,0
2015-02-28,Quarter4,finishing,Saturday,6,0.75,2.9,,3360,0,0,0,0,8,0
2015-03-01,Quarter1,finishing,Sunday,3,0.8,4.6,,10500,0,0,0,0,25,1
2015-03-01,Quarter1,finishing,Sunday,8,0.75,4.6,,3360,0,0,0,0,8,1
2015-03-01,Quarter1,sewing,Sunday,12,0.8,15.26,1106,4080,63,0,0,0,34,1
2015-03-01,Quarter1,sewing,Sunday,8,0.75,29.4,622,6240,56,0,0,0,57,1
2015-03-01,Quarter1,sewing,Sunday,6,0.75,18.79,1193,3960,45,0,0,0,33,1
2015-03-01,Quarter1,sewing,Sunday,3,0.75,29.4,1143,6840,45,0,0,0,57,1
2015-03-01,Quarter1,sewing,Sunday,9,0.75,18.79,895,6240,34,0,0,0,52,1
2015-03-01,Quarter1,sewing,Sunday,5,0.6,27.48,549,6720,38,0,0,0,56,0
2015-03-01,Quarter1,sewing,Sunday,10,0.7,21.82,1393,5640,30,0,0,0,52,0
2015-03-01,Quarter1,sewing,Sunday,1,0.6,26.66,1578,6840,38,0,0,0,57,0
2015-03-01,Quarter1,sewing,Sunday,2,0.7,30.33,254,1800,0,0,0,0,58,0
2015-03-01,Quarter1,sewing,Sunday,11,0.8,11.61,347,0,50,4,20,0,57,0
2015-03-01,Quarter1,finishing,Sunday,4,0.6,3.94,,960,0,0,0,0,8,0
2015-03-01,Quarter1,finishing,Sunday,10,0.7,2.9,,3360,0,0,0,0,8,0
2015-03-01,Quarter1,sewing,Sunday,4,0.6,26.66,692,6840,23,0,0,0,57,0
2015-03-01,Quarter1,finishing,Sunday,2,0.7,3.9,,960,0,0,0,0,8,0
2015-03-01,Quarter1,sewing,Sunday,7,0.8,30.1,934,6960,0,3.5,15,0,58,0
2015-03-01,Quarter1,finishing,Sunday,1,0.6,3.94,,3360,0,0,0,0,8,0
2015-03-01,Quarter1,finishing,Sunday,9,0.75,2.9,,960,0,0,0,0,8,0
2015-03-01,Quarter1,finishing,Sunday,7,0.8,4.6,,3360,0,0,0,0,8,0
2015-03-02,Quarter1,finishing,Monday,2,0.7,3.9,,1200,0,0,0,0,10,1
2015-03-02,Quarter1,finishing,Monday,3,0.8,4.6,,10080,0,0,0,0,24,1
2015-03-02,Quarter1,finishing,Monday,4,0.65,3.94,,960,0,0,0,0,8,1
2015-03-02,Quarter1,sewing,Monday,1,0.65,26.66,1527,6840,65,0,0,0,57,1
2015-03-02,Quarter1,sewing,Monday,12,0.8,15.26,1035,4080,63,0,0,0,34,1
2015-03-02,Quarter1,finishing,Monday,9,0.75,2.9,,1200,0,0,0,0,10,1
2015-03-02,Quarter1,sewing,Monday,11,0.8,11.61,632,0,50,0,0,0,57,1
2015-03-02,Quarter1,sewing,Monday,3,0.8,29.4,1231,4680,50,0,0,0,57,1
2015-03-02,Quarter1,sewing,Monday,7,0.8,30.1,616,7080,0,0,0,0,59,1
2015-03-02,Quarter1,finishing,Monday,8,0.75,4.6,,3360,0,0,0,0,8,1
2015-03-02,Quarter1,sewing,Monday,6,0.75,18.79,947,2880,34,0,0,0,33,1
2015-03-02,Quarter1,sewing,Monday,8,0.75,29.4,551,6840,45,0,0,0,57,1
2015-03-02,Quarter1,sewing,Monday,9,0.75,18.79,935,6240,45,0,0,0,52,1
2015-03-02,Quarter1,sewing,Monday,4,0.65,26.66,832,6780,55,0,0,0,57,1
2015-03-02,Quarter1,sewing,Monday,5,0.65,27.48,544,6720,34,0,0,0,56,0
2015-03-02,Quarter1,sewing,Monday,10,0.7,21.82,1511,3600,30,0,0,0,51,0
2015-03-02,Quarter1,finishing,Monday,10,0.7,2.9,,3360,0,0,0,0,8,0
2015-03-02,Quarter1,finishing,Monday,12,0.8,4.6,,3780,0,0,0,0,9,0
2015-03-02,Quarter1,finishing,Monday,1,0.65,3.94,,3360,0,0,0,0,8,0
2015-03-02,Quarter1,finishing,Monday,7,0.8,4.6,,3360,0,0,0,0,8,0
2015-03-03,Quarter1,finishing,Tuesday,7,0.8,4.6,,4200,0,0,0,0,10,1
2015-03-03,Quarter1,finishing,Tuesday,3,0.8,4.6,,6300,0,0,0,0,15,1
2015-03-03,Quarter1,sewing,Tuesday,11,0.8,11.41,601,0,50,0,0,0,56,1
2015-03-03,Quarter1,sewing,Tuesday,1,0.7,26.66,1562,6960,60,0,0,0,58,1
2015-03-03,Quarter1,sewing,Tuesday,12,0.8,15.26,983,4080,50,0,0,0,34,1
2015-03-03,Quarter1,sewing,Tuesday,3,0.8,29.4,1156,6840,50,0,0,0,57,1
2015-03-03,Quarter1,sewing,Tuesday,7,0.8,30.1,29,7080,50,0,0,0,59,1
2015-03-03,Quarter1,sewing,Tuesday,4,0.7,26.66,950,6960,50,0,0,0,58,1
2015-03-03,Quarter1,sewing,Tuesday,8,0.75,29.4,534,6840,56,0,0,0,57,1
2015-03-03,Quarter1,sewing,Tuesday,9,0.75,18.79,1096,6240,34,0,0,0,52,1
2015-03-03,Quarter1,sewing,Tuesday,6,0.75,20.2,402,3120,45,0,0,0,33,1
2015-03-03,Quarter1,finishing,Tuesday,8,0.75,4.6,,3360,0,0,0,0,8,0
2015-03-03,Quarter1,sewing,Tuesday,5,0.7,27.48,573,6840,30,0,0,0,57,0
2015-03-03,Quarter1,sewing,Tuesday,10,0.7,21.82,1313,5040,30,0,0,0,51,0
2015-03-03,Quarter1,finishing,Tuesday,12,0.8,4.6,,3780,0,0,0,0,9,0
2015-03-03,Quarter1,finishing,Tuesday,2,0.4,3.9,,6300,0,0,0,0,15,0
2015-03-03,Quarter1,finishing,Tuesday,1,0.7,3.94,,3360,0,0,0,0,8,0
2015-03-03,Quarter1,finishing,Tuesday,4,0.7,3.94,,3360,0,0,0,0,8,0
2015-03-03,Quarter1,finishing,Tuesday,10,0.7,2.9,,3360,0,0,0,0,8,0
2015-03-03,Quarter1,finishing,Tuesday,5,0.7,4.6,,3360,0,0,0,0,8,0
2015-03-03,Quarter1,finishing,Tuesday,6,0.75,2.9,,3360,0,0,0,0,8,0
2015-03-03,Quarter1,sewing,Tuesday,2,0.4,15.28,157,5400,0,6.5,30,1,45,0
2015-03-04,Quarter1,finishing,Wednesday,3,0.8,4.6,,1200,0,0,0,0,10,1
2015-03-04,Quarter1,finishing,Wednesday,8,0.8,4.6,,960,0,0,0,0,8,1
2015-03-04,Quarter1,finishing,Wednesday,12,0.8,4.6,,1080,0,0,0,0,9,1
2015-03-04,Quarter1,finishing,Wednesday,9,0.75,2.9,,960,0,0,0,0,8,1
2015-03-04,Quarter1,finishing,Wednesday,1,0.7,3.94,,960,0,0,0,0,8,1
2015-03-04,Quarter1,finishing,Wednesday,4,0.7,3.94,,960,0,0,0,0,8,1
2015-03-04,Quarter1,sewing,Wednesday,11,0.8,11.41,433,0,38,0,0,0,56,1
2015-03-04,Quarter1,sewing,Wednesday,12,0.8,15.26,961,4080,50,0,0,0,34,1
2015-03-04,Quarter1,sewing,Wednesday,3,0.8,29.4,1169,6840,63,0,0,0,57,1
2015-03-04,Quarter1,sewing,Wednesday,7,0.8,30.1,874,3960,50,0,0,0,59,1
2015-03-04,Quarter1,sewing,Wednesday,4,0.7,26.82,1028,6960,60,0,0,0,58,1
2015-03-04,Quarter1,sewing,Wednesday,1,0.7,26.82,1772,6960,50,0,0,0,58,1
2015-03-04,Quarter1,sewing,Wednesday,9,0.75,18.79,1206,6240,34,0,0,0,52,1
2015-03-04,Quarter1,sewing,Wednesday,5,0.7,27.48,586,6960,40,0,0,0,58,0
2015-03-04,Quarter1,sewing,Wednesday,10,0.7,21.82,1334,5760,30,0,0,0,53,0
2015-03-04,Quarter1,finishing,Wednesday,7,0.8,4.6,,8400,0,0,0,0,20,0
2015-03-04,Quarter1,finishing,Wednesday,5,0.7,4.6,,960,0,0,0,0,8,0
2015-03-04,Quarter1,finishing,Wednesday,2,0.5,3.9,,960,0,0,0,0,8,0
2015-03-04,Quarter1,sewing,Wednesday,8,0.8,29.4,30,6840,0,0,0,0,57,0
2015-03-04,Quarter1,sewing,Wednesday,2,0.5,15.28,261,5520,0,0,0,1,46,0
2015-03-04,Quarter1,sewing,Wednesday,6,0.75,18.79,52,3960,0,0,0,0,33,0
2015-03-05,Quarter1,finishing,Thursday,8,0.8,4.6,,2640,0,0,0,0,22,1
2015-03-05,Quarter1,finishing,Thursday,2,0.6,3.9,,960,0,0,0,0,8,1
2015-03-05,Quarter1,finishing,Thursday,11,0.8,2.9,,1200,0,0,0,0,10,1
2015-03-05,Quarter1,finishing,Thursday,12,0.8,4.6,,1080,0,0,0,0,9,1
2015-03-05,Quarter1,finishing,Thursday,1,0.7,3.94,,960,0,0,0,0,8,1
2015-03-05,Quarter1,finishing,Thursday,4,0.7,3.94,,960,0,0,0,0,8,1
2015-03-05,Quarter1,finishing,Thursday,3,0.8,4.6,,1800,0,0,0,0,15,1
2015-03-05,Quarter1,sewing,Thursday,11,0.8,11.41,455,3420,50,0,0,0,56,1
2015-03-05,Quarter1,sewing,Thursday,3,0.8,29.4,797,1800,63,0,0,0,57,1
2015-03-05,Quarter1,sewing,Thursday,12,0.8,15.26,959,4080,50,0,0,0,34,1
2015-03-05,Quarter1,sewing,Thursday,1,0.7,26.82,1373,6960,50,0,0,0,58,1
2015-03-05,Quarter1,sewing,Thursday,9,0.75,18.79,1228,6240,45,0,0,0,52,1
2015-03-05,Quarter1,sewing,Thursday,4,0.7,26.82,1117,7080,50,0,0,0,59,1
2015-03-05,Quarter1,sewing,Thursday,5,0.7,27.48,230,6960,40,0,0,0,58,0
2015-03-05,Quarter1,sewing,Thursday,10,0.7,21.82,1390,6000,30,0,0,0,50,0
2015-03-05,Quarter1,sewing,Thursday,2,0.6,15.28,529,1320,0,0,0,1,46,0
2015-03-05,Quarter1,finishing,Thursday,9,0.75,2.9,,960,0,0,0,0,8,0
2015-03-05,Quarter1,sewing,Thursday,7,0.8,30.1,834,1200,0,4,40,0,59,0
2015-03-05,Quarter1,sewing,Thursday,6,0.35,22.53,1450,2640,0,0,0,1,39,0
2015-03-07,Quarter1,finishing,Saturday,12,0.8,4.6,,1080,0,0,0,0,9,1
2015-03-07,Quarter1,sewing,Saturday,12,0.8,15.26,986,4080,75,0,0,0,34,1
2015-03-07,Quarter1,sewing,Saturday,1,0.7,26.82,1267,8160,70,0,0,0,58,1
2015-03-07,Quarter1,finishing,Saturday,7,0.8,4.6,,6000,0,0,0,0,25,1
2015-03-07,Quarter1,finishing,Saturday,5,0.35,3.94,,2400,0,0,0,0,10,1
2015-03-07,Quarter1,sewing,Saturday,4,0.7,26.82,1195,6960,60,0,0,0,58,1
2015-03-07,Quarter1,sewing,Saturday,3,0.8,29.4,983,6840,63,0,0,1,57,1
2015-03-07,Quarter1,sewing,Saturday,11,0.8,11.41,471,3420,50,0,0,0,58,1
2015-03-07,Quarter1,finishing,Saturday,6,0.5,2.9,,960,0,0,0,0,8,1
2015-03-07,Quarter1,sewing,Saturday,9,0.75,18.79,1226,3480,45,0,0,0,51,1
2015-03-07,Quarter1,sewing,Saturday,10,0.7,21.82,1251,6000,30,0,0,0,50,0
2015-03-07,Quarter1,finishing,Saturday,1,0.7,3.94,,960,0,0,0,0,8,0
2015-03-07,Quarter1,finishing,Saturday,4,0.7,3.94,,960,0,0,0,0,8,0
2015-03-07,Quarter1,finishing,Saturday,11,0.8,2.9,,960,0,0,0,0,8,0
2015-03-07,Quarter1,sewing,Saturday,2,0.65,16.1,626,4200,0,0,0,1,45,0
2015-03-07,Quarter1,finishing,Saturday,8,0.8,4.6,,3600,0,0,0,0,15,0
2015-03-07,Quarter1,finishing,Saturday,2,0.65,3.9,,1920,0,0,0,0,8,0
2015-03-07,Quarter1,sewing,Saturday,6,0.5,23.41,1379,2280,0,0,0,1,39,0
2015-03-07,Quarter1,sewing,Saturday,5,0.7,27.48,541,6960,24,0,0,1,58,0
2015-03-08,Quarter2,finishing,Sunday,3,0.8,4.6,,1440,0,0,0,0,12,1
2015-03-08,Quarter2,finishing,Sunday,12,0.8,4.6,,1080,0,0,0,0,9,1
2015-03-08,Quarter2,finishing,Sunday,9,0.75,2.9,,1080,0,0,0,0,9,1
2015-03-08,Quarter2,finishing,Sunday,1,0.75,3.94,,960,0,0,0,0,8,1
2015-03-08,Quarter2,finishing,Sunday,4,0.75,3.94,,960,0,0,0,0,8,1
2015-03-08,Quarter2,finishing,Sunday,2,0.7,3.9,,1200,0,0,0,0,10,1
2015-03-08,Quarter2,finishing,Sunday,5,0.5,3.94,,960,0,0,0,0,8,1
2015-03-08,Quarter2,sewing,Sunday,4,0.75,26.82,1082,6840,65,0,0,0,57,1
2015-03-08,Quarter2,sewing,Sunday,1,0.75,26.82,1254,6960,65,0,0,0,58,1
2015-03-08,Quarter2,sewing,Sunday,3,0.8,30.1,1278,3360,50,0,0,1,57,1
2015-03-08,Quarter2,sewing,Sunday,12,0.8,15.26,1064,4080,63,0,0,0,34,1
2015-03-08,Quarter2,sewing,Sunday,11,0.8,11.41,313,3420,50,0,0,0,58,1
2015-03-08,Quarter2,finishing,Sunday,11,0.8,2.9,,960,0,0,0,0,8,1
2015-03-08,Quarter2,sewing,Sunday,9,0.75,18.79,1239,5640,45,0,0,0,52,1
2015-03-08,Quarter2,sewing,Sunday,10,0.7,21.82,1335,6000,30,0,0,0,50,0
2015-03-08,Quarter2,sewing,Sunday,2,0.7,16.1,928,4800,30,0,0,1,45,0
2015-03-08,Quarter2,sewing,Sunday,6,0.6,23.41,1266,2520,23,0,0,1,38,0
2015-03-08,Quarter2,sewing,Sunday,8,0.6,30.48,869,6720,0,0,0,1,56,0
